Site,Species,Season,Week_1,Week_2,Week_3,Week_4,Week_5
IR-ME1,mountain_lion,22_1,0,0,0,0,0
IR-ME1,mule_deer,22_1,1,0,1,1,0
IR-ME1,rabbit_sp,22_1,0,1,1,0,0
IR-ME1,raccoon,22_1,0,0,0,0,0
IR-ME1,striped_skunk,22_1,0,0,0,0,0
IR-ME1,virginia_opossum,22_1,0,0,0,0,0
IRC01,bobcat,22_1,1,0,NA,NA,NA
IRC01,CA_ground_squirrel,22_1,0,0,NA,NA,NA
IRC01,coyote,22_1,1,1,NA,NA,NA
IRC01,gray_fox,22_1,0,0,NA,NA,NA
IRC01,mountain_lion,22_1,0,0,NA,NA,NA
IRC01,mule_deer,22_1,0,1,NA,NA,NA
IRC01,rabbit_sp,22_1,0,0,NA,NA,NA
IRC01,raccoon,22_1,0,0,NA,NA,NA
IRC01,striped_skunk,22_1,0,0,NA,NA,NA
IRC01,virginia_opossum,22_1,0,0,NA,NA,NA
IRC02,bobcat,22_1,1,1,1,1,1
IRC02,CA_ground_squirrel,22_1,1,1,0,0,0
IRC02,coyote,22_1,1,1,1,1,0
IRC02,gray_fox,22_1,1,1,1,1,1
IRC02,mountain_lion,22_1,0,0,0,0,0
IRC02,mule_deer,22_1,0,1,1,1,0
IRC02,rabbit_sp,22_1,0,0,1,0,0
IRC02,raccoon,22_1,0,0,0,0,0
IRC02,striped_skunk,22_1,0,1,1,1,1
IRC02,virginia_opossum,22_1,0,0,0,0,0
IRC03,bobcat,22_1,1,1,0,NA,NA
IRC03,CA_ground_squirrel,22_1,0,0,0,NA,NA
IRC03,coyote,22_1,0,0,0,NA,NA
IRC03,gray_fox,22_1,0,1,0,NA,NA
IRC03,mountain_lion,22_1,0,0,0,NA,NA
IRC03,mule_deer,22_1,1,0,0,NA,NA
IRC03,rabbit_sp,22_1,0,0,0,NA,NA
IRC03,raccoon,22_1,0,0,0,NA,NA
IRC03,striped_skunk,22_1,0,1,0,NA,NA
IRC03,virginia_opossum,22_1,0,0,0,NA,NA
IRC04,bobcat,22_1,1,0,NA,NA,NA
IRC04,CA_ground_squirrel,22_1,0,0,NA,NA,NA
IRC04,coyote,22_1,1,1,NA,NA,NA
IRC04,gray_fox,22_1,0,0,NA,NA,NA
IRC04,mountain_lion,22_1,0,0,NA,NA,NA
IRC04,mule_deer,22_1,0,0,NA,NA,NA
IRC04,rabbit_sp,22_1,0,0,NA,NA,NA
IRC04,raccoon,22_1,0,0,NA,NA,NA
IRC04,striped_skunk,22_1,0,0,NA,NA,NA
IRC04,virginia_opossum,22_1,0,0,NA,NA,NA
IRC05,bobcat,22_1,0,0,NA,NA,NA
IRC05,CA_ground_squirrel,22_1,0,0,NA,NA,NA
IRC05,coyote,22_1,0,0,NA,NA,NA
IRC05,gray_fox,22_1,0,0,NA,NA,NA
IRC05,mountain_lion,22_1,0,0,NA,NA,NA
IRC05,mule_deer,22_1,0,0,NA,NA,NA
IRC05,rabbit_sp,22_1,0,0,NA,NA,NA
IRC05,raccoon,22_1,0,0,NA,NA,NA
IRC05,striped_skunk,22_1,0,0,NA,NA,NA
IRC05,virginia_opossum,22_1,0,0,NA,NA,NA
IRC06,bobcat,22_1,NA,NA,NA,NA,NA
IRC06,CA_ground_squirrel,22_1,NA,NA,NA,NA,NA
IRC06,coyote,22_1,NA,NA,NA,NA,NA
IRC06,gray_fox,22_1,NA,NA,NA,NA,NA
IRC06,mountain_lion,22_1,NA,NA,NA,NA,NA
IRC06,mule_deer,22_1,NA,NA,NA,NA,NA
IRC06,rabbit_sp,22_1,NA,NA,NA,NA,NA
IRC06,raccoon,22_1,NA,NA,NA,NA,NA
IRC06,striped_skunk,22_1,NA,NA,NA,NA,NA
IRC06,virginia_opossum,22_1,NA,NA,NA,NA,NA
IRC07,bobcat,22_1,0,0,0,0,0
IRC07,CA_ground_squirrel,22_1,0,0,0,0,0
IRC07,coyote,22_1,1,1,1,1,0
IRC07,gray_fox,22_1,0,0,0,0,0
IRC07,mountain_lion,22_1,0,0,0,0,0
IRC07,mule_deer,22_1,0,0,1,0,0
IRC07,rabbit_sp,22_1,1,1,0,0,0
IRC07,raccoon,22_1,0,0,0,0,0
IRC07,striped_skunk,22_1,0,0,0,0,0
IRC07,virginia_opossum,22_1,0,0,0,0,0
IRC09,bobcat,22_1,0,0,0,0,0
IRC09,CA_ground_squirrel,22_1,1,0,0,0,0
IRC09,coyote,22_1,0,0,0,0,0
IRC09,gray_fox,22_1,1,0,0,0,0
IRC09,mountain_lion,22_1,0,0,0,0,0
IRC09,mule_deer,22_1,0,0,0,0,0
IRC09,rabbit_sp,22_1,1,1,1,1,1
IRC09,raccoon,22_1,0,0,0,0,0
IRC09,striped_skunk,22_1,0,0,0,0,0
IRC09,virginia_opossum,22_1,0,0,0,0,0
IRC10,bobcat,22_1,NA,NA,NA,NA,0
IRC10,CA_ground_squirrel,22_1,NA,NA,NA,NA,0
IRC10,coyote,22_1,NA,NA,NA,NA,0
IRC10,gray_fox,22_1,NA,NA,NA,NA,0
IRC10,mountain_lion,22_1,NA,NA,NA,NA,0
IRC10,mule_deer,22_1,NA,NA,NA,NA,1
IRC10,rabbit_sp,22_1,NA,NA,NA,NA,0
IRC10,raccoon,22_1,NA,NA,NA,NA,0
IRC10,striped_skunk,22_1,NA,NA,NA,NA,0
IRC10,virginia_opossum,22_1,NA,NA,NA,NA,0
IRC12,bobcat,22_1,0,0,0,NA,NA
IRC12,CA_ground_squirrel,22_1,0,0,0,NA,NA
IRC12,coyote,22_1,0,0,1,NA,NA
IRC12,gray_fox,22_1,0,0,0,NA,NA
IRC12,mountain_lion,22_1,0,0,0,NA,NA
IRC12,mule_deer,22_1,0,0,0,NA,NA
IRC12,rabbit_sp,22_1,0,0,0,NA,NA
IRC12,raccoon,22_1,0,0,0,NA,NA
IRC12,striped_skunk,22_1,0,0,0,NA,NA
IRC12,virginia_opossum,22_1,0,0,0,NA,NA
IRC13,bobcat,22_1,1,0,1,1,1
IRC13,CA_ground_squirrel,22_1,0,0,0,0,0
IRC13,coyote,22_1,0,0,0,0,1
IRC13,gray_fox,22_1,1,1,1,1,1
IRC13,mountain_lion,22_1,0,1,1,0,0
IRC13,mule_deer,22_1,0,0,1,1,0
IRC13,rabbit_sp,22_1,0,0,0,0,0
IRC13,raccoon,22_1,0,0,0,0,0
IRC13,striped_skunk,22_1,0,0,0,0,1
IRC13,virginia_opossum,22_1,0,0,0,0,0
LI-ME2,bobcat,22_1,0,0,0,0,0
LI-ME2,CA_ground_squirrel,22_1,1,1,0,0,0
LI-ME2,coyote,22_1,1,1,0,1,1
LI-ME2,gray_fox,22_1,0,0,0,0,0
LI-ME2,mountain_lion,22_1,1,1,1,0,1
LI-ME2,mule_deer,22_1,0,0,0,0,1
LI-ME2,rabbit_sp,22_1,1,0,0,0,0
LI-ME2,raccoon,22_1,0,0,0,0,0
LI-ME2,striped_skunk,22_1,0,0,0,0,0
LI-ME2,virginia_opossum,22_1,0,0,0,0,0
LO-WE2,bobcat,22_1,1,0,1,1,1
LO-WE2,CA_ground_squirrel,22_1,0,0,0,0,0
LO-WE2,coyote,22_1,1,0,1,1,1
LO-WE2,gray_fox,22_1,1,1,1,1,1
LO-WE2,mountain_lion,22_1,0,0,0,0,0
LO-WE2,mule_deer,22_1,0,1,0,0,0
LO-WE2,rabbit_sp,22_1,0,0,0,0,0
LO-WE2,raccoon,22_1,0,0,0,0,0
LO-WE2,striped_skunk,22_1,0,0,0,0,1
LO-WE2,virginia_opossum,22_1,0,0,0,0,0
MO-FR1,bobcat,22_1,1,0,0,0,0
MO-FR1,CA_ground_squirrel,22_1,0,0,0,0,0
MO-FR1,coyote,22_1,0,0,0,0,0
MO-FR1,gray_fox,22_1,0,0,0,0,0
MO-FR1,mountain_lion,22_1,0,0,1,1,1
MO-FR1,mule_deer,22_1,0,0,0,0,0
MO-FR1,rabbit_sp,22_1,0,0,0,0,0
MO-FR1,raccoon,22_1,0,0,0,0,0
MO-FR1,striped_skunk,22_1,0,0,0,0,0
MO-FR1,virginia_opossum,22_1,0,0,0,0,0
OR-LO,bobcat,22_1,0,0,0,0,0
OR-LO,CA_ground_squirrel,22_1,0,0,0,0,0
OR-LO,coyote,22_1,1,1,1,1,0
OR-LO,gray_fox,22_1,1,1,0,0,0
OR-LO,mountain_lion,22_1,0,0,0,0,0
OR-LO,mule_deer,22_1,0,0,1,1,0
OR-LO,rabbit_sp,22_1,0,0,0,0,0
OR-LO,raccoon,22_1,0,0,0,0,0
OR-LO,striped_skunk,22_1,0,0,0,0,0
OR-LO,virginia_opossum,22_1,0,0,0,0,0
OV-TR,bobcat,22_1,0,0,0,1,1
OV-TR,CA_ground_squirrel,22_1,0,0,0,0,0
OV-TR,coyote,22_1,1,0,1,1,1
OV-TR,gray_fox,22_1,1,1,0,0,1
OV-TR,mountain_lion,22_1,1,0,0,1,0
OV-TR,mule_deer,22_1,0,0,0,0,0
OV-TR,rabbit_sp,22_1,0,0,0,0,0
OV-TR,raccoon,22_1,0,0,0,0,0
OV-TR,striped_skunk,22_1,0,0,0,0,0
OV-TR,virginia_opossum,22_1,0,0,0,0,0
RO-CA2,bobcat,22_1,0,0,0,0,0
RO-CA2,CA_ground_squirrel,22_1,0,0,0,0,0
RO-CA2,coyote,22_1,0,0,0,0,0
RO-CA2,gray_fox,22_1,0,0,0,0,0
RO-CA2,mountain_lion,22_1,0,0,0,1,0
RO-CA2,mule_deer,22_1,0,0,0,0,1
RO-CA2,rabbit_sp,22_1,0,0,0,0,0
RO-CA2,raccoon,22_1,0,0,0,0,0
RO-CA2,striped_skunk,22_1,0,0,0,0,0
RO-CA2,virginia_opossum,22_1,0,0,0,0,0
SO-GY,bobcat,22_1,0,0,0,0,1
SO-GY,CA_ground_squirrel,22_1,0,0,0,0,0
SO-GY,coyote,22_1,1,0,0,0,1
SO-GY,gray_fox,22_1,0,0,0,0,0
SO-GY,mountain_lion,22_1,1,0,0,0,1
SO-GY,mule_deer,22_1,0,1,0,1,0
SO-GY,rabbit_sp,22_1,0,0,0,0,0
SO-GY,raccoon,22_1,0,0,0,0,0
SO-GY,striped_skunk,22_1,0,0,0,0,0
SO-GY,virginia_opossum,22_1,0,0,0,0,0
UP-WE,bobcat,22_1,0,0,0,NA,NA
UP-WE,CA_ground_squirrel,22_1,0,0,0,NA,NA
UP-WE,coyote,22_1,0,0,0,NA,NA
UP-WE,gray_fox,22_1,0,0,0,NA,NA
UP-WE,mountain_lion,22_1,0,0,0,NA,NA
UP-WE,mule_deer,22_1,0,0,0,NA,NA
UP-WE,rabbit_sp,22_1,0,0,0,NA,NA
UP-WE,raccoon,22_1,0,0,0,NA,NA
UP-WE,striped_skunk,22_1,0,0,0,NA,NA
UP-WE,virginia_opossum,22_1,0,0,0,NA,NA
WE-TR1,bobcat,22_1,0,0,0,0,1
WE-TR1,CA_ground_squirrel,22_1,0,0,0,0,0
WE-TR1,coyote,22_1,0,1,0,0,0
WE-TR1,gray_fox,22_1,0,0,0,0,0
WE-TR1,mountain_lion,22_1,0,0,0,0,1
WE-TR1,mule_deer,22_1,1,1,1,0,0
WE-TR1,rabbit_sp,22_1,0,0,0,0,0
WE-TR1,raccoon,22_1,0,0,0,0,0
WE-TR1,striped_skunk,22_1,0,0,0,0,0
WE-TR1,virginia_opossum,22_1,0,0,0,0,0
WE-TR3,bobcat,22_1,0,0,0,0,0
WE-TR3,CA_ground_squirrel,22_1,0,0,0,0,0
WE-TR3,coyote,22_1,0,0,0,0,0
WE-TR3,gray_fox,22_1,0,0,0,0,0
WE-TR3,mountain_lion,22_1,1,0,0,0,0
WE-TR3,mule_deer,22_1,0,0,0,0,0
WE-TR3,rabbit_sp,22_1,0,0,0,0,0
WE-TR3,raccoon,22_1,0,0,0,0,0
WE-TR3,striped_skunk,22_1,0,0,0,0,0
WE-TR3,virginia_opossum,22_1,0,0,0,0,0
AG-CH,bobcat,21_4,0,0,1,0,1
AG-CH,CA_ground_squirrel,21_4,0,0,0,0,0
AG-CH,coyote,21_4,0,0,0,0,0
AG-CH,gray_fox,21_4,1,1,1,1,1
AG-CH,mountain_lion,21_4,0,0,0,1,0
AG-CH,mule_deer,21_4,0,0,0,1,0
AG-CH,rabbit_sp,21_4,1,1,1,1,0
AG-CH,raccoon,21_4,0,0,0,0,0
AG-CH,striped_skunk,21_4,1,1,1,1,1
AG-CH,virginia_opossum,21_4,0,0,0,0,0
AU-TR,bobcat,21_4,1,0,1,1,0
AU-TR,CA_ground_squirrel,21_4,0,0,0,0,0
AU-TR,coyote,21_4,1,0,0,1,0
AU-TR,gray_fox,21_4,0,0,0,0,0
AU-TR,mountain_lion,21_4,0,0,0,1,0
AU-TR,mule_deer,21_4,1,0,0,0,0
AU-TR,rabbit_sp,21_4,0,0,0,0,0
AU-TR,raccoon,21_4,0,0,0,0,0
AU-TR,striped_skunk,21_4,0,0,0,0,0
AU-TR,virginia_opossum,21_4,0,0,0,0,0
BO-SP,bobcat,21_4,0,0,0,0,0
BO-SP,CA_ground_squirrel,21_4,0,0,0,0,0
BO-SP,coyote,21_4,0,0,0,0,0
BO-SP,gray_fox,21_4,0,0,0,0,0
BO-SP,mountain_lion,21_4,0,0,0,0,0
BO-SP,mule_deer,21_4,1,1,1,0,1
BO-SP,rabbit_sp,21_4,0,0,0,0,0
BO-SP,raccoon,21_4,0,0,0,0,0
BO-SP,striped_skunk,21_4,0,0,0,0,0
BO-SP,virginia_opossum,21_4,0,0,0,0,0
BO-TR,bobcat,21_4,0,0,0,0,0
BO-TR,CA_ground_squirrel,21_4,0,0,0,0,0
BO-TR,coyote,21_4,0,0,0,0,0
BO-TR,gray_fox,21_4,0,0,0,0,0
BO-TR,mountain_lion,21_4,0,0,0,0,0
BO-TR,mule_deer,21_4,0,0,0,0,0
BO-TR,rabbit_sp,21_4,0,0,0,0,0
BO-TR,raccoon,21_4,0,0,0,0,0
BO-TR,striped_skunk,21_4,0,0,0,0,0
BO-TR,virginia_opossum,21_4,0,0,0,0,0
CG-001,bobcat,21_4,NA,NA,NA,NA,NA
CG-001,CA_ground_squirrel,21_4,NA,NA,NA,NA,NA
CG-001,coyote,21_4,NA,NA,NA,NA,NA
CG-001,gray_fox,21_4,NA,NA,NA,NA,NA
CG-001,mountain_lion,21_4,NA,NA,NA,NA,NA
CG-001,mule_deer,21_4,NA,NA,NA,NA,NA
CG-001,rabbit_sp,21_4,NA,NA,NA,NA,NA
CG-001,raccoon,21_4,NA,NA,NA,NA,NA
CG-001,striped_skunk,21_4,NA,NA,NA,NA,NA
CG-001,virginia_opossum,21_4,NA,NA,NA,NA,NA
CG-002,bobcat,21_4,0,0,0,0,0
CG-002,CA_ground_squirrel,21_4,0,0,0,0,0
CG-002,coyote,21_4,0,0,0,0,0
CG-002,gray_fox,21_4,0,0,0,0,0
CG-002,mountain_lion,21_4,0,0,0,0,0
CG-002,mule_deer,21_4,0,0,0,0,0
CG-002,rabbit_sp,21_4,0,0,0,0,0
CG-002,raccoon,21_4,0,0,0,0,0
CG-002,striped_skunk,21_4,0,0,0,0,0
CG-002,virginia_opossum,21_4,0,0,0,0,0
CG-003,bobcat,21_4,NA,NA,NA,NA,NA
CG-003,CA_ground_squirrel,21_4,NA,NA,NA,NA,NA
CG-003,coyote,21_4,NA,NA,NA,NA,NA
CG-003,gray_fox,21_4,NA,NA,NA,NA,NA
CG-003,mountain_lion,21_4,NA,NA,NA,NA,NA
CG-003,mule_deer,21_4,NA,NA,NA,NA,NA
CG-003,rabbit_sp,21_4,NA,NA,NA,NA,NA
CG-003,raccoon,21_4,NA,NA,NA,NA,NA
CG-003,striped_skunk,21_4,NA,NA,NA,NA,NA
CG-003,virginia_opossum,21_4,NA,NA,NA,NA,NA
CG-004,bobcat,21_4,NA,NA,NA,NA,NA
CG-004,CA_ground_squirrel,21_4,NA,NA,NA,NA,NA
CG-004,coyote,21_4,NA,NA,NA,NA,NA
CG-004,gray_fox,21_4,NA,NA,NA,NA,NA
CG-004,mountain_lion,21_4,NA,NA,NA,NA,NA
CG-004,mule_deer,21_4,NA,NA,NA,NA,NA
CG-004,rabbit_sp,21_4,NA,NA,NA,NA,NA
CG-004,raccoon,21_4,NA,NA,NA,NA,NA
CG-004,striped_skunk,21_4,NA,NA,NA,NA,NA
CG-004,virginia_opossum,21_4,NA,NA,NA,NA,NA
CG-005,bobcat,21_4,NA,NA,NA,NA,NA
CG-005,CA_ground_squirrel,21_4,NA,NA,NA,NA,NA
CG-005,coyote,21_4,NA,NA,NA,NA,NA
CG-005,gray_fox,21_4,NA,NA,NA,NA,NA
CG-005,mountain_lion,21_4,NA,NA,NA,NA,NA
CG-005,mule_deer,21_4,NA,NA,NA,NA,NA
CG-005,rabbit_sp,21_4,NA,NA,NA,NA,NA
CG-005,raccoon,21_4,NA,NA,NA,NA,NA
CG-005,striped_skunk,21_4,NA,NA,NA,NA,NA
CG-005,virginia_opossum,21_4,NA,NA,NA,NA,NA
CG-006,bobcat,21_4,NA,NA,NA,NA,NA
CG-006,CA_ground_squirrel,21_4,NA,NA,NA,NA,NA
CG-006,coyote,21_4,NA,NA,NA,NA,NA
CG-006,gray_fox,21_4,NA,NA,NA,NA,NA
CG-006,mountain_lion,21_4,NA,NA,NA,NA,NA
CG-006,mule_deer,21_4,NA,NA,NA,NA,NA
CG-006,rabbit_sp,21_4,NA,NA,NA,NA,NA
CG-006,raccoon,21_4,NA,NA,NA,NA,NA
CG-006,striped_skunk,21_4,NA,NA,NA,NA,NA
CG-006,virginia_opossum,21_4,NA,NA,NA,NA,NA
CG-016,bobcat,21_4,NA,NA,NA,NA,NA
CG-016,CA_ground_squirrel,21_4,NA,NA,NA,NA,NA
CG-016,coyote,21_4,NA,NA,NA,NA,NA
CG-016,gray_fox,21_4,NA,NA,NA,NA,NA
CG-016,mountain_lion,21_4,NA,NA,NA,NA,NA
CG-016,mule_deer,21_4,NA,NA,NA,NA,NA
CG-016,rabbit_sp,21_4,NA,NA,NA,NA,NA
CG-016,raccoon,21_4,NA,NA,NA,NA,NA
CG-016,striped_skunk,21_4,NA,NA,NA,NA,NA
CG-016,virginia_opossum,21_4,NA,NA,NA,NA,NA
CG-017,bobcat,21_4,NA,NA,NA,NA,NA
CG-017,CA_ground_squirrel,21_4,NA,NA,NA,NA,NA
CG-017,coyote,21_4,NA,NA,NA,NA,NA
CG-017,gray_fox,21_4,NA,NA,NA,NA,NA
CG-017,mountain_lion,21_4,NA,NA,NA,NA,NA
CG-017,mule_deer,21_4,NA,NA,NA,NA,NA
CG-017,rabbit_sp,21_4,NA,NA,NA,NA,NA
CG-017,raccoon,21_4,NA,NA,NA,NA,NA
CG-017,striped_skunk,21_4,NA,NA,NA,NA,NA
CG-017,virginia_opossum,21_4,NA,NA,NA,NA,NA
CG-018,bobcat,21_4,NA,NA,NA,NA,NA
CG-018,CA_ground_squirrel,21_4,NA,NA,NA,NA,NA
CG-018,coyote,21_4,NA,NA,NA,NA,NA
CG-018,gray_fox,21_4,NA,NA,NA,NA,NA
CG-018,mountain_lion,21_4,NA,NA,NA,NA,NA
CG-018,mule_deer,21_4,NA,NA,NA,NA,NA
CG-018,rabbit_sp,21_4,NA,NA,NA,NA,NA
CG-018,raccoon,21_4,NA,NA,NA,NA,NA
CG-018,striped_skunk,21_4,NA,NA,NA,NA,NA
CG-018,virginia_opossum,21_4,NA,NA,NA,NA,NA
CG-019,bobcat,21_4,NA,NA,NA,NA,NA
CG-019,CA_ground_squirrel,21_4,NA,NA,NA,NA,NA
CG-019,coyote,21_4,NA,NA,NA,NA,NA
CG-019,gray_fox,21_4,NA,NA,NA,NA,NA
CG-019,mountain_lion,21_4,NA,NA,NA,NA,NA
CG-019,mule_deer,21_4,NA,NA,NA,NA,NA
CG-019,rabbit_sp,21_4,NA,NA,NA,NA,NA
CG-019,raccoon,21_4,NA,NA,NA,NA,NA
CG-019,striped_skunk,21_4,NA,NA,NA,NA,NA
CG-019,virginia_opossum,21_4,NA,NA,NA,NA,NA
CG-020,bobcat,21_4,NA,NA,NA,NA,NA
CG-020,CA_ground_squirrel,21_4,NA,NA,NA,NA,NA
CG-020,coyote,21_4,NA,NA,NA,NA,NA
CG-020,gray_fox,21_4,NA,NA,NA,NA,NA
CG-020,mountain_lion,21_4,NA,NA,NA,NA,NA
CG-020,mule_deer,21_4,NA,NA,NA,NA,NA
CG-020,rabbit_sp,21_4,NA,NA,NA,NA,NA
CG-020,raccoon,21_4,NA,NA,NA,NA,NA
CG-020,striped_skunk,21_4,NA,NA,NA,NA,NA
CG-020,virginia_opossum,21_4,NA,NA,NA,NA,NA
CG-029,bobcat,21_4,NA,NA,NA,NA,NA
CG-029,CA_ground_squirrel,21_4,NA,NA,NA,NA,NA
CG-029,coyote,21_4,NA,NA,NA,NA,NA
CG-029,gray_fox,21_4,NA,NA,NA,NA,NA
CG-029,mountain_lion,21_4,NA,NA,NA,NA,NA
CG-029,mule_deer,21_4,NA,NA,NA,NA,NA
CG-029,rabbit_sp,21_4,NA,NA,NA,NA,NA
CG-029,raccoon,21_4,NA,NA,NA,NA,NA
CG-029,striped_skunk,21_4,NA,NA,NA,NA,NA
CG-029,virginia_opossum,21_4,NA,NA,NA,NA,NA
CG-030,bobcat,21_4,NA,NA,NA,NA,NA
CG-030,CA_ground_squirrel,21_4,NA,NA,NA,NA,NA
CG-030,coyote,21_4,NA,NA,NA,NA,NA
CG-030,gray_fox,21_4,NA,NA,NA,NA,NA
CG-030,mountain_lion,21_4,NA,NA,NA,NA,NA
CG-030,mule_deer,21_4,NA,NA,NA,NA,NA
CG-030,rabbit_sp,21_4,NA,NA,NA,NA,NA
CG-030,raccoon,21_4,NA,NA,NA,NA,NA
CG-030,striped_skunk,21_4,NA,NA,NA,NA,NA
CG-030,virginia_opossum,21_4,NA,NA,NA,NA,NA
CG-031,bobcat,21_4,NA,NA,NA,NA,NA
CG-031,CA_ground_squirrel,21_4,NA,NA,NA,NA,NA
CG-031,coyote,21_4,NA,NA,NA,NA,NA
CG-031,gray_fox,21_4,NA,NA,NA,NA,NA
CG-031,mountain_lion,21_4,NA,NA,NA,NA,NA
CG-031,mule_deer,21_4,NA,NA,NA,NA,NA
CG-031,rabbit_sp,21_4,NA,NA,NA,NA,NA
CG-031,raccoon,21_4,NA,NA,NA,NA,NA
CG-031,striped_skunk,21_4,NA,NA,NA,NA,NA
CG-031,virginia_opossum,21_4,NA,NA,NA,NA,NA
CG-033,bobcat,21_4,NA,NA,NA,NA,NA
CG-033,CA_ground_squirrel,21_4,NA,NA,NA,NA,NA
CG-033,coyote,21_4,NA,NA,NA,NA,NA
CG-033,gray_fox,21_4,NA,NA,NA,NA,NA
CG-033,mountain_lion,21_4,NA,NA,NA,NA,NA
CG-033,mule_deer,21_4,NA,NA,NA,NA,NA
CG-033,rabbit_sp,21_4,NA,NA,NA,NA,NA
CG-033,raccoon,21_4,NA,NA,NA,NA,NA
CG-033,striped_skunk,21_4,NA,NA,NA,NA,NA
CG-033,virginia_opossum,21_4,NA,NA,NA,NA,NA
CG-042,bobcat,21_4,NA,NA,NA,NA,NA
CG-042,CA_ground_squirrel,21_4,NA,NA,NA,NA,NA
CG-042,coyote,21_4,NA,NA,NA,NA,NA
CG-042,gray_fox,21_4,NA,NA,NA,NA,NA
CG-042,mountain_lion,21_4,NA,NA,NA,NA,NA
CG-042,mule_deer,21_4,NA,NA,NA,NA,NA
CG-042,rabbit_sp,21_4,NA,NA,NA,NA,NA
CG-042,raccoon,21_4,NA,NA,NA,NA,NA
CG-042,striped_skunk,21_4,NA,NA,NA,NA,NA
CG-042,virginia_opossum,21_4,NA,NA,NA,NA,NA
CG-044,bobcat,21_4,NA,NA,NA,NA,NA
CG-044,CA_ground_squirrel,21_4,NA,NA,NA,NA,NA
CG-044,coyote,21_4,NA,NA,NA,NA,NA
CG-044,gray_fox,21_4,NA,NA,NA,NA,NA
CG-044,mountain_lion,21_4,NA,NA,NA,NA,NA
CG-044,mule_deer,21_4,NA,NA,NA,NA,NA
CG-044,rabbit_sp,21_4,NA,NA,NA,NA,NA
CG-044,raccoon,21_4,NA,NA,NA,NA,NA
CG-044,striped_skunk,21_4,NA,NA,NA,NA,NA
CG-044,virginia_opossum,21_4,NA,NA,NA,NA,NA
CG-045,bobcat,21_4,NA,NA,NA,NA,NA
CG-045,CA_ground_squirrel,21_4,NA,NA,NA,NA,NA
CG-045,coyote,21_4,NA,NA,NA,NA,NA
CG-045,gray_fox,21_4,NA,NA,NA,NA,NA
CG-045,mountain_lion,21_4,NA,NA,NA,NA,NA
CG-045,mule_deer,21_4,NA,NA,NA,NA,NA
CG-045,rabbit_sp,21_4,NA,NA,NA,NA,NA
CG-045,raccoon,21_4,NA,NA,NA,NA,NA
CG-045,striped_skunk,21_4,NA,NA,NA,NA,NA
CG-045,virginia_opossum,21_4,NA,NA,NA,NA,NA
CG-047,bobcat,21_4,1,0,1,1,0
CG-047,CA_ground_squirrel,21_4,0,0,0,0,0
CG-047,coyote,21_4,0,0,0,0,0
CG-047,gray_fox,21_4,0,1,1,0,1
CG-047,mountain_lion,21_4,1,0,0,0,0
CG-047,mule_deer,21_4,0,0,0,0,0
CG-047,rabbit_sp,21_4,0,0,0,0,0
CG-047,raccoon,21_4,0,0,0,0,0
CG-047,striped_skunk,21_4,0,0,0,0,0
CG-047,virginia_opossum,21_4,0,0,0,0,0
CG-048,bobcat,21_4,NA,NA,NA,NA,NA
CG-048,CA_ground_squirrel,21_4,NA,NA,NA,NA,NA
CG-048,coyote,21_4,NA,NA,NA,NA,NA
CG-048,gray_fox,21_4,NA,NA,NA,NA,NA
CG-048,mountain_lion,21_4,NA,NA,NA,NA,NA
CG-048,mule_deer,21_4,NA,NA,NA,NA,NA
CG-048,rabbit_sp,21_4,NA,NA,NA,NA,NA
CG-048,raccoon,21_4,NA,NA,NA,NA,NA
CG-048,striped_skunk,21_4,NA,NA,NA,NA,NA
CG-048,virginia_opossum,21_4,NA,NA,NA,NA,NA
CG-056,bobcat,21_4,NA,NA,NA,NA,NA
CG-056,CA_ground_squirrel,21_4,NA,NA,NA,NA,NA
CG-056,coyote,21_4,NA,NA,NA,NA,NA
CG-056,gray_fox,21_4,NA,NA,NA,NA,NA
CG-056,mountain_lion,21_4,NA,NA,NA,NA,NA
CG-056,mule_deer,21_4,NA,NA,NA,NA,NA
CG-056,rabbit_sp,21_4,NA,NA,NA,NA,NA
CG-056,raccoon,21_4,NA,NA,NA,NA,NA
CG-056,striped_skunk,21_4,NA,NA,NA,NA,NA
CG-056,virginia_opossum,21_4,NA,NA,NA,NA,NA
CG-057,bobcat,21_4,NA,NA,NA,NA,NA
CG-057,CA_ground_squirrel,21_4,NA,NA,NA,NA,NA
CG-057,coyote,21_4,NA,NA,NA,NA,NA
CG-057,gray_fox,21_4,NA,NA,NA,NA,NA
CG-057,mountain_lion,21_4,NA,NA,NA,NA,NA
CG-057,mule_deer,21_4,NA,NA,NA,NA,NA
CG-057,rabbit_sp,21_4,NA,NA,NA,NA,NA
CG-057,raccoon,21_4,NA,NA,NA,NA,NA
CG-057,striped_skunk,21_4,NA,NA,NA,NA,NA
CG-057,virginia_opossum,21_4,NA,NA,NA,NA,NA
CG-058,bobcat,21_4,NA,NA,NA,NA,NA
CG-058,CA_ground_squirrel,21_4,NA,NA,NA,NA,NA
CG-058,coyote,21_4,NA,NA,NA,NA,NA
CG-058,gray_fox,21_4,NA,NA,NA,NA,NA
CG-058,mountain_lion,21_4,NA,NA,NA,NA,NA
CG-058,mule_deer,21_4,NA,NA,NA,NA,NA
CG-058,rabbit_sp,21_4,NA,NA,NA,NA,NA
CG-058,raccoon,21_4,NA,NA,NA,NA,NA
CG-058,striped_skunk,21_4,NA,NA,NA,NA,NA
