site,season,burned,tsf,ndvi_abs,ndvi_het
UP-WE,18_3,burned_post,5,0.123,0.027
WE-TR1,18_3,burned_post,5,0.132,0.0278
WE-TR3,18_3,burned_post,5,0.128,0.0234
AG-CH,18_4,unburned_post,6,0.165,0.038
AU-TR,18_4,unburned_post,6,0.145,0.0342
BO-SP,18_4,unburned_post,6,0.17,0.0399
BO-TR,18_4,unburned_post,6,0.171,0.0379
CG-001,18_4,prefire,-7,0.183,0.0487
CG-002,18_4,prefire,-7,0.169,0.0458
CG-003,18_4,prefire,-7,0.175,0.0532
CG-004,18_4,prefire,-7,0.293,0.0535
CG-005,18_4,prefire,-7,0.247,0.0548
CG-006,18_4,prefire,-7,0.233,0.0634
CG-016,18_4,prefire,-7,0.261,0.0637
CG-017,18_4,prefire,-7,0.211,0.043
CG-018,18_4,prefire,-7,0.292,0.0517
CG-019,18_4,prefire,-7,0.204,0.0447
CG-020,18_4,prefire,-7,0.258,0.0622
CG-029,18_4,prefire,-7,0.285,0.0669
CG-030,18_4,prefire,-7,0.281,0.0525
CG-031,18_4,prefire,-7,0.271,0.0643
CG-033,18_4,prefire,-7,0.279,0.0634
CG-042,18_4,prefire,-7,0.261,0.0622
CG-044,18_4,prefire,-7,0.3,0.0523
CG-045,18_4,prefire,-7,0.24,0.081
CG-047,18_4,prefire,-7,0.285,0.0574
CG-048,18_4,prefire,-7,0.264,0.0441
CG-056,18_4,prefire,-7,0.227,0.0689
CG-057,18_4,prefire,-7,0.286,0.0762
CG-058,18_4,prefire,-7,0.252,0.114
CG-059,18_4,prefire,-7,0.329,0.0506
CG-069,18_4,prefire,-7,0.322,0.0708
CG-070,18_4,prefire,-7,0.261,0.0766
CG-071,18_4,prefire,-7,0.283,0.0576
CG-073,18_4,prefire,-7,0.29,0.0624
CG-074,18_4,prefire,-7,0.303,0.0635
CG-075,18_4,prefire,-7,0.273,0.0468
CG-084,18_4,prefire,-7,0.326,0.0507
CG-085,18_4,prefire,-7,0.249,0.0571
CG-088,18_4,prefire,-7,0.276,0.0734
CG-089,18_4,prefire,-7,0.257,0.0549
CG-090,18_4,prefire,-7,0.267,0.0726
CG-092,18_4,prefire,-7,0.274,0.0574
CG-096,18_4,prefire,-7,0.256,0.051
CG-097,18_4,prefire,-7,0.253,0.0755
CG-098,18_4,prefire,-7,0.272,0.0526
CG-102,18_4,prefire,-7,0.239,0.0563
CG-103,18_4,prefire,-7,0.224,0.0548
CO-TR,18_4,unburned_post,6,0.16,0.0632
DO-CA3,18_4,unburned_post,6,0.119,0.0611
DR-SP2,18_4,unburned_post,6,0.119,0.049
EA-MW2,18_4,unburned_post,6,0.134,0.0391
FR-RO,18_4,unburned_post,6,0.142,0.0384
GY-FO,18_4,burned_post,6,0.159,0.0428
IR-ME1,18_4,unburned_post,6,0.159,0.0389
IRC01,18_4,unburned_post,6,0.14,0.0453
IRC02,18_4,unburned_post,6,0.139,0.0395
IRC03,18_4,unburned_post,6,0.143,0.0322
IRC04,18_4,unburned_post,6,0.154,0.0285
IRC05,18_4,unburned_post,6,0.149,0.0318
IRC06,18_4,unburned_post,6,0.156,0.038
IRC07,18_4,unburned_post,6,0.149,0.0418
IRC09,18_4,unburned_post,6,0.163,0.0391
IRC10,18_4,unburned_post,6,0.148,0.0338
IRC12,18_4,unburned_post,6,0.151,0.0396
IRC13,18_4,unburned_post,6,0.146,0.0285
LI-ME2,18_4,unburned_post,6,0.159,0.0388
LO-WE2,18_4,burned_post,6,0.182,0.0413
MO-FR1,18_4,unburned_post,6,0.146,0.04
OR-LO,18_4,unburned_post,6,0.174,0.0651
OV-TR,18_4,burned_post,6,0.161,0.0457
RO-CA2,18_4,unburned_post,6,0.159,0.0543
SO-GY,18_4,burned_post,6,0.148,0.0515
UP-WE,18_4,burned_post,6,0.172,0.0432
WE-TR1,18_4,burned_post,6,0.18,0.0441
WE-TR3,18_4,burned_post,6,0.184,0.0384
AG-CH,19_1,unburned_post,7,0.371,0.0387
AU-TR,19_1,unburned_post,7,0.317,0.0464
BO-SP,19_1,unburned_post,7,0.356,0.0413
BO-TR,19_1,unburned_post,7,0.349,0.0643
CG-001,19_1,prefire,-6,0.304,0.0831
CG-002,19_1,prefire,-6,0.336,0.0285
CG-003,19_1,prefire,-6,0.327,0.0457
CG-004,19_1,prefire,-6,0.317,0.0349
CG-005,19_1,prefire,-6,0.284,0.0308
CG-006,19_1,prefire,-6,0.283,0.0261
CG-016,19_1,prefire,-6,0.305,0.0373
CG-017,19_1,prefire,-6,0.232,0.0402
CG-018,19_1,prefire,-6,0.31,0.022
CG-019,19_1,prefire,-6,0.258,0.0382
CG-020,19_1,prefire,-6,0.305,0.0322
CG-029,19_1,prefire,-6,0.313,0.0353
CG-030,19_1,prefire,-6,0.314,0.0313
CG-031,19_1,prefire,-6,0.298,0.0294
CG-033,19_1,prefire,-6,0.305,0.0328
CG-042,19_1,prefire,-6,0.287,0.0293
CG-044,19_1,prefire,-6,0.306,0.0354
CG-045,19_1,prefire,-6,0.305,0.0338
CG-047,19_1,prefire,-6,0.313,0.0305
CG-048,19_1,prefire,-6,0.313,0.0262
CG-056,19_1,prefire,-6,0.335,0.0485
CG-057,19_1,prefire,-6,0.31,0.0281
CG-058,19_1,prefire,-6,0.322,0.0424
CG-059,19_1,prefire,-6,0.338,0.022
CG-069,19_1,prefire,-6,0.338,0.0264
CG-070,19_1,prefire,-6,0.31,0.0362
CG-071,19_1,prefire,-6,0.315,0.0265
CG-073,19_1,prefire,-6,0.313,0.0296
CG-074,19_1,prefire,-6,0.315,0.0268
CG-075,19_1,prefire,-6,0.3,0.0328
CG-084,19_1,prefire,-6,0.329,0.0278
CG-085,19_1,prefire,-6,0.299,0.0353
CG-088,19_1,prefire,-6,0.327,0.0379
CG-089,19_1,prefire,-6,0.318,0.0293
CG-090,19_1,prefire,-6,0.313,0.0315
CG-092,19_1,prefire,-6,0.32,0.0247
CG-096,19_1,prefire,-6,0.323,0.0219
CG-097,19_1,prefire,-6,0.352,0.037
CG-098,19_1,prefire,-6,0.316,0.0336
CG-102,19_1,prefire,-6,0.352,0.0366
CG-103,19_1,prefire,-6,0.309,0.0298
CO-TR,19_1,unburned_post,7,0.369,0.0463
DO-CA3,19_1,unburned_post,7,0.284,0.0691
DR-SP2,19_1,unburned_post,7,0.344,0.0487
EA-MW2,19_1,unburned_post,7,0.268,0.0788
FR-RO,19_1,unburned_post,7,0.289,0.0476
GY-FO,19_1,burned_post,7,0.322,0.0421
IR-ME1,19_1,unburned_post,7,0.284,0.0611
IRC01,19_1,unburned_post,7,0.33,0.091
IRC02,19_1,unburned_post,7,0.345,0.0544
IRC03,19_1,unburned_post,7,0.309,0.0453
IRC04,19_1,unburned_post,7,0.274,0.0575
IRC05,19_1,unburned_post,7,0.254,0.0554
IRC06,19_1,unburned_post,7,0.244,0.0702
IRC07,19_1,unburned_post,7,0.278,0.0592
IRC09,19_1,unburned_post,7,0.352,0.0391
IRC10,19_1,unburned_post,7,0.319,0.0577
IRC12,19_1,unburned_post,7,0.282,0.0606
IRC13,19_1,unburned_post,7,0.287,0.0409
LI-ME2,19_1,unburned_post,7,0.323,0.0314
LO-WE2,19_1,burned_post,7,0.347,0.0372
MO-FR1,19_1,unburned_post,7,0.305,0.0331
OR-LO,19_1,unburned_post,7,0.353,0.0464
OV-TR,19_1,burned_post,7,0.332,0.0842
RO-CA2,19_1,unburned_post,7,0.336,0.0403
SO-GY,19_1,burned_post,7,0.345,0.0506
UP-WE,19_1,burned_post,7,0.352,0.034
WE-TR1,19_1,burned_post,7,0.342,0.0376
WE-TR3,19_1,burned_post,7,0.342,0.038
AG-CH,19_2,unburned_post,8,0.221,0.0326
AU-TR,19_2,unburned_post,8,0.241,0.0456
BO-SP,19_2,unburned_post,8,0.208,0.043
BO-TR,19_2,unburned_post,8,0.219,0.0422
CG-001,19_2,prefire,-5,0.275,0.0598
CG-002,19_2,prefire,-5,0.316,0.0347
CG-003,19_2,prefire,-5,0.309,0.0549
CG-004,19_2,prefire,-5,0.331,0.0372
CG-005,19_2,prefire,-5,0.298,0.0324
CG-006,19_2,prefire,-5,0.308,0.026
CG-016,19_2,prefire,-5,0.314,0.0383
CG-017,19_2,prefire,-5,0.236,0.0438
CG-018,19_2,prefire,-5,0.322,0.0205
CG-019,19_2,prefire,-5,0.262,0.0413
CG-020,19_2,prefire,-5,0.315,0.0341
CG-029,19_2,prefire,-5,0.318,0.0331
CG-030,19_2,prefire,-5,0.321,0.0292
CG-031,19_2,prefire,-5,0.316,0.0271
CG-033,19_2,prefire,-5,0.318,0.0351
CG-042,19_2,prefire,-5,0.3,0.0277
CG-044,19_2,prefire,-5,0.309,0.0381
CG-045,19_2,prefire,-5,0.318,0.0301
CG-047,19_2,prefire,-5,0.325,0.0294
CG-048,19_2,prefire,-5,0.315,0.0289
CG-056,19_2,prefire,-5,0.357,0.0455
CG-057,19_2,prefire,-5,0.322,0.0243
CG-058,19_2,prefire,-5,0.331,0.0383
CG-059,19_2,prefire,-5,0.339,0.0212
CG-069,19_2,prefire,-5,0.355,0.0215
CG-070,19_2,prefire,-5,0.321,0.0371
CG-071,19_2,prefire,-5,0.324,0.024
CG-073,19_2,prefire,-5,0.326,0.0267
CG-074,19_2,prefire,-5,0.32,0.0245
CG-075,19_2,prefire,-5,0.315,0.0318
CG-084,19_2,prefire,-5,0.341,0.0253
CG-085,19_2,prefire,-5,0.318,0.0331
CG-088,19_2,prefire,-5,0.338,0.0322
CG-089,19_2,prefire,-5,0.333,0.0287
CG-090,19_2,prefire,-5,0.331,0.0281
CG-092,19_2,prefire,-5,0.325,0.0283
CG-096,19_2,prefire,-5,0.333,0.0225
CG-097,19_2,prefire,-5,0.337,0.0368
CG-098,19_2,prefire,-5,0.317,0.0356
CG-102,19_2,prefire,-5,0.353,0.0348
CG-103,19_2,prefire,-5,0.318,0.0296
CO-TR,19_2,unburned_post,8,0.221,0.0349
DO-CA3,19_2,unburned_post,8,0.22,0.0406
DR-SP2,19_2,unburned_post,8,0.219,0.0439
EA-MW2,19_2,unburned_post,8,0.188,0.0479
FR-RO,19_2,unburned_post,8,0.221,0.0395
GY-FO,19_2,burned_post,8,0.22,0.0242
IR-ME1,19_2,unburned_post,8,0.215,0.0322
IRC01,19_2,unburned_post,8,0.169,0.0372
IRC02,19_2,unburned_post,8,0.223,0.0421
IRC03,19_2,unburned_post,8,0.235,0.044
IRC04,19_2,unburned_post,8,0.208,0.0439
IRC05,19_2,unburned_post,8,0.195,0.0372
IRC06,19_2,unburned_post,8,0.213,0.0404
IRC07,19_2,unburned_post,8,0.216,0.0426
IRC09,19_2,unburned_post,8,0.209,0.0386
IRC10,19_2,unburned_post,8,0.238,0.0411
IRC12,19_2,unburned_post,8,0.214,0.045
IRC13,19_2,unburned_post,8,0.212,0.0293
LI-ME2,19_2,unburned_post,8,0.236,0.0423
LO-WE2,19_2,burned_post,8,0.211,0.022
MO-FR1,19_2,unburned_post,8,0.222,0.0392
OR-LO,19_2,unburned_post,8,0.19,0.0396
OV-TR,19_2,burned_post,8,0.176,0.045
RO-CA2,19_2,unburned_post,8,0.19,0.0354
SO-GY,19_2,burned_post,8,0.212,0.032
UP-WE,19_2,burned_post,8,0.202,0.0262
WE-TR1,19_2,burned_post,8,0.213,0.0261
WE-TR3,19_2,burned_post,8,0.209,0.0269
AG-CH,19_3,unburned_post,9,0.168,0.0289
AU-TR,19_3,unburned_post,9,0.156,0.0337
BO-SP,19_3,unburned_post,9,0.153,0.0287
BO-TR,19_3,unburned_post,9,0.16,0.0317
CG-001,19_3,prefire,-4,0.184,0.0514
CG-002,19_3,prefire,-4,0.18,0.044
CG-003,19_3,prefire,-4,0.188,0.0522
CG-004,19_3,prefire,-4,0.309,0.0488
CG-005,19_3,prefire,-4,0.26,0.0505
CG-006,19_3,prefire,-4,0.25,0.057
CG-016,19_3,prefire,-4,0.278,0.06
CG-017,19_3,prefire,-4,0.223,0.0446
CG-018,19_3,prefire,-4,0.304,0.0477
CG-019,19_3,prefire,-4,0.222,0.0444
CG-020,19_3,prefire,-4,0.275,0.059
CG-029,19_3,prefire,-4,0.302,0.062
CG-030,19_3,prefire,-4,0.303,0.0504
CG-031,19_3,prefire,-4,0.288,0.0594
CG-033,19_3,prefire,-4,0.297,0.0604
CG-042,19_3,prefire,-4,0.279,0.0602
CG-044,19_3,prefire,-4,0.309,0.0498
CG-045,19_3,prefire,-4,0.264,0.0731
CG-047,19_3,prefire,-4,0.303,0.0535
CG-048,19_3,prefire,-4,0.287,0.0438
CG-056,19_3,prefire,-4,0.247,0.0654
CG-057,19_3,prefire,-4,0.301,0.0725
CG-058,19_3,prefire,-4,0.279,0.1067
CG-059,19_3,prefire,-4,0.349,0.0466
CG-069,19_3,prefire,-4,0.33,0.065
CG-070,19_3,prefire,-4,0.284,0.0711
CG-071,19_3,prefire,-4,0.313,0.0551
CG-073,19_3,prefire,-4,0.302,0.0592
CG-074,19_3,prefire,-4,0.312,0.0564
CG-075,19_3,prefire,-4,0.286,0.0453
CG-084,19_3,prefire,-4,0.332,0.0512
CG-085,19_3,prefire,-4,0.273,0.0552
CG-088,19_3,prefire,-4,0.286,0.0689
CG-089,19_3,prefire,-4,0.275,0.0509
CG-090,19_3,prefire,-4,0.272,0.0679
CG-092,19_3,prefire,-4,0.291,0.0589
CG-096,19_3,prefire,-4,0.264,0.048
CG-097,19_3,prefire,-4,0.237,0.0879
CG-098,19_3,prefire,-4,0.28,0.0614
CG-102,19_3,prefire,-4,0.25,0.0605
CG-103,19_3,prefire,-4,0.234,0.0573
CO-TR,19_3,unburned_post,9,0.16,0.0337
DO-CA3,19_3,unburned_post,9,0.137,0.0542
DR-SP2,19_3,unburned_post,9,0.13,0.0446
EA-MW2,19_3,unburned_post,9,0.143,0.0421
FR-RO,19_3,unburned_post,9,0.157,0.0366
GY-FO,19_3,burned_post,9,0.165,0.0354
IR-ME1,19_3,unburned_post,9,0.152,0.032
IRC01,19_3,unburned_post,9,0.124,0.0342
IRC02,19_3,unburned_post,9,0.163,0.039
IRC03,19_3,unburned_post,9,0.155,0.0346
IRC04,19_3,unburned_post,9,0.143,0.0322
IRC05,19_3,unburned_post,9,0.141,0.031
IRC06,19_3,unburned_post,9,0.155,0.0333
IRC07,19_3,unburned_post,9,0.149,0.0374
IRC09,19_3,unburned_post,9,0.146,0.0287
IRC10,19_3,unburned_post,9,0.154,0.0332
IRC12,19_3,unburned_post,9,0.151,0.0375
IRC13,19_3,unburned_post,9,0.147,0.0269
LI-ME2,19_3,unburned_post,9,0.153,0.0364
LO-WE2,19_3,burned_post,9,0.161,0.0266
MO-FR1,19_3,unburned_post,9,0.161,0.036
OR-LO,19_3,unburned_post,9,0.145,0.0422
OV-TR,19_3,burned_post,9,0.138,0.0418
RO-CA2,19_3,unburned_post,9,0.134,0.0387
SO-GY,19_3,burned_post,9,0.164,0.0398
UP-WE,19_3,burned_post,9,0.155,0.0283
WE-TR1,19_3,burned_post,9,0.162,0.0294
WE-TR3,19_3,burned_post,9,0.163,0.0248
AG-CH,19_4,unburned_post,10,0.137,0.0454
AU-TR,19_4,unburned_post,10,0.134,0.0374
BO-SP,19_4,unburned_post,10,0.158,0.0389
BO-TR,19_4,unburned_post,10,0.156,0.0442
CG-001,19_4,prefire,-3,0.258,0.072
CG-002,19_4,prefire,-3,0.243,0.0479
CG-003,19_4,prefire,-3,0.216,0.0606
CG-004,19_4,prefire,-3,0.303,0.0526
CG-005,19_4,prefire,-3,0.262,0.0523
CG-006,19_4,prefire,-3,0.239,0.0643
CG-016,19_4,prefire,-3,0.283,0.0654
CG-017,19_4,prefire,-3,0.229,0.0464
CG-018,19_4,prefire,-3,0.32,0.0491
CG-019,19_4,prefire,-3,0.217,0.0433
CG-020,19_4,prefire,-3,0.287,0.0666
CG-029,19_4,prefire,-3,0.302,0.0691
CG-030,19_4,prefire,-3,0.298,0.0588
CG-031,19_4,prefire,-3,0.275,0.0649
CG-033,19_4,prefire,-3,0.283,0.0645
CG-042,19_4,prefire,-3,0.282,0.0632
CG-044,19_4,prefire,-3,0.292,0.0454
CG-045,19_4,prefire,-3,0.262,0.0818
CG-047,19_4,prefire,-3,0.281,0.0586
CG-048,19_4,prefire,-3,0.274,0.0437
CG-056,19_4,prefire,-3,0.234,0.0603
CG-057,19_4,prefire,-3,0.29,0.0697
CG-058,19_4,prefire,-3,0.271,0.1105
CG-059,19_4,prefire,-3,0.345,0.0442
CG-069,19_4,prefire,-3,0.328,0.0657
CG-070,19_4,prefire,-3,0.28,0.0623
CG-071,19_4,prefire,-3,0.31,0.055
CG-073,19_4,prefire,-3,0.282,0.0575
CG-074,19_4,prefire,-3,0.304,0.0575
CG-075,19_4,prefire,-3,0.279,0.0483
CG-084,19_4,prefire,-3,0.328,0.0447
CG-085,19_4,prefire,-3,0.265,0.0534
CG-088,19_4,prefire,-3,0.28,0.0653
CG-089,19_4,prefire,-3,0.261,0.0433
CG-090,19_4,prefire,-3,0.263,0.0635
CG-092,19_4,prefire,-3,0.293,0.0495
CG-096,19_4,prefire,-3,0.257,0.045
CG-097,19_4,prefire,-3,0.278,0.0598
CG-098,19_4,prefire,-3,0.273,0.0507
CG-102,19_4,prefire,-3,0.253,0.0495
CG-103,19_4,prefire,-3,0.233,0.0459
CO-TR,19_4,unburned_post,10,0.123,0.0408
DO-CA3,19_4,unburned_post,10,0.118,0.0866
DR-SP2,19_4,unburned_post,10,0.121,0.0649
EA-MW2,19_4,unburned_post,10,0.111,0.0368
FR-RO,19_4,unburned_post,10,0.124,0.0373
GY-FO,19_4,burned_post,10,0.14,0.0459
IR-ME1,19_4,unburned_post,10,0.143,0.0441
IRC01,19_4,unburned_post,10,0.098,0.0443
IRC02,19_4,unburned_post,10,0.109,0.0416
IRC03,19_4,unburned_post,10,0.128,0.0344
IRC04,19_4,unburned_post,10,0.132,0.0347
IRC05,19_4,unburned_post,10,0.127,0.0364
IRC06,19_4,unburned_post,10,0.136,0.0441
IRC07,19_4,unburned_post,10,0.134,0.052
IRC09,19_4,unburned_post,10,0.141,0.0404
IRC10,19_4,unburned_post,10,0.143,0.0389
IRC12,19_4,unburned_post,10,0.138,0.0496
IRC13,19_4,unburned_post,10,0.122,0.0298
LI-ME2,19_4,unburned_post,10,0.137,0.0405
LO-WE2,19_4,burned_post,10,0.145,0.0409
MO-FR1,19_4,unburned_post,10,0.126,0.038
OR-LO,19_4,unburned_post,10,0.143,0.0716
OV-TR,19_4,burned_post,10,0.12,0.0438
RO-CA2,19_4,unburned_post,10,0.13,0.0645
SO-GY,19_4,burned_post,10,0.119,0.0563
UP-WE,19_4,burned_post,10,0.13,0.0461
WE-TR1,19_4,burned_post,10,0.144,0.0427
WE-TR3,19_4,burned_post,10,0.142,0.0432
AG-CH,20_1,unburned_post,11,0.288,0.0241
AU-TR,20_1,unburned_post,11,0.276,0.0357
BO-SP,20_1,unburned_post,11,0.283,0.0282
BO-TR,20_1,unburned_post,11,0.282,0.0425
CG-001,20_1,prefire,-2,0.286,0.0779
CG-002,20_1,prefire,-2,0.283,0.0274
CG-003,20_1,prefire,-2,0.274,0.046
CG-004,20_1,prefire,-2,0.283,0.0314
CG-005,20_1,prefire,-2,0.264,0.0316
CG-006,20_1,prefire,-2,0.266,0.0311
CG-016,20_1,prefire,-2,0.283,0.0413
CG-017,20_1,prefire,-2,0.223,0.0413
CG-018,20_1,prefire,-2,0.309,0.0278
CG-019,20_1,prefire,-2,0.234,0.0337
CG-020,20_1,prefire,-2,0.298,0.0396
CG-029,20_1,prefire,-2,0.303,0.0439
CG-030,20_1,prefire,-2,0.302,0.0374
CG-031,20_1,prefire,-2,0.286,0.0368
CG-033,20_1,prefire,-2,0.294,0.0392
CG-042,20_1,prefire,-2,0.273,0.0353
CG-044,20_1,prefire,-2,0.284,0.0359
CG-045,20_1,prefire,-2,0.298,0.0424
CG-047,20_1,prefire,-2,0.294,0.0343
CG-048,20_1,prefire,-2,0.29,0.0291
CG-056,20_1,prefire,-2,0.275,0.043
CG-057,20_1,prefire,-2,0.294,0.039
CG-058,20_1,prefire,-2,0.305,0.0549
CG-059,20_1,prefire,-2,0.335,0.0272
CG-069,20_1,prefire,-2,0.319,0.0375
CG-070,20_1,prefire,-2,0.294,0.039
CG-071,20_1,prefire,-2,0.316,0.0329
CG-073,20_1,prefire,-2,0.291,0.0351
CG-074,20_1,prefire,-2,0.306,0.0317
CG-075,20_1,prefire,-2,0.28,0.0321
CG-084,20_1,prefire,-2,0.32,0.0288
CG-085,20_1,prefire,-2,0.28,0.0394
CG-088,20_1,prefire,-2,0.299,0.0461
CG-089,20_1,prefire,-2,0.288,0.0347
CG-090,20_1,prefire,-2,0.276,0.041
CG-092,20_1,prefire,-2,0.297,0.0299
CG-096,20_1,prefire,-2,0.285,0.0296
CG-097,20_1,prefire,-2,0.301,0.0452
CG-098,20_1,prefire,-2,0.273,0.0427
CG-102,20_1,prefire,-2,0.3,0.0407
CG-103,20_1,prefire,-2,0.266,0.0339
CO-TR,20_1,unburned_post,11,0.291,0.0282
DO-CA3,20_1,unburned_post,11,0.272,0.0323
DR-SP2,20_1,unburned_post,11,0.286,0.0288
EA-MW2,20_1,unburned_post,11,0.228,0.055
FR-RO,20_1,unburned_post,11,0.258,0.0406
GY-FO,20_1,burned_post,11,0.278,0.0343
IR-ME1,20_1,unburned_post,11,0.262,0.0369
IRC01,20_1,unburned_post,11,0.262,0.0751
IRC02,20_1,unburned_post,11,0.279,0.0339
IRC03,20_1,unburned_post,11,0.273,0.0349
IRC04,20_1,unburned_post,11,0.242,0.047
IRC05,20_1,unburned_post,11,0.232,0.0491
IRC06,20_1,unburned_post,11,0.242,0.0484
IRC07,20_1,unburned_post,11,0.247,0.0475
IRC09,20_1,unburned_post,11,0.276,0.0312
IRC10,20_1,unburned_post,11,0.272,0.0387
IRC12,20_1,unburned_post,11,0.255,0.0526
IRC13,20_1,unburned_post,11,0.249,0.0329
LI-ME2,20_1,unburned_post,11,0.272,0.0275
LO-WE2,20_1,burned_post,11,0.306,0.0289
MO-FR1,20_1,unburned_post,11,0.258,0.0335
OR-LO,20_1,unburned_post,11,0.276,0.0401
OV-TR,20_1,burned_post,11,0.29,0.077
RO-CA2,20_1,unburned_post,11,0.265,0.0318
SO-GY,20_1,burned_post,11,0.282,0.0467
UP-WE,20_1,burned_post,11,0.302,0.0345
WE-TR1,20_1,burned_post,11,0.298,0.0298
WE-TR3,20_1,burned_post,11,0.303,0.0327
AG-CH,20_2,unburned_post,12,0.224,0.0357
AU-TR,20_2,unburned_post,12,0.231,0.043
BO-SP,20_2,unburned_post,12,0.214,0.0376
BO-TR,20_2,unburned_post,12,0.225,0.0403
CG-001,20_2,prefire,-1,0.293,0.0778
CG-002,20_2,prefire,-1,0.302,0.0415
CG-003,20_2,prefire,-1,0.316,0.0573
CG-004,20_2,prefire,-1,0.331,0.0381
CG-005,20_2,prefire,-1,0.3,0.0325
CG-006,20_2,prefire,-1,0.313,0.0256
CG-016,20_2,prefire,-1,0.317,0.038
CG-017,20_2,prefire,-1,0.24,0.0449
CG-018,20_2,prefire,-1,0.331,0.0195
CG-019,20_2,prefire,-1,0.26,0.0423
CG-020,20_2,prefire,-1,0.318,0.0356
CG-029,20_2,prefire,-1,0.322,0.0361
CG-030,20_2,prefire,-1,0.327,0.0293
CG-031,20_2,prefire,-1,0.318,0.0282
CG-033,20_2,prefire,-1,0.318,0.0355
CG-042,20_2,prefire,-1,0.297,0.0291
CG-044,20_2,prefire,-1,0.307,0.0358
CG-045,20_2,prefire,-1,0.328,0.0289
CG-047,20_2,prefire,-1,0.32,0.0287
CG-048,20_2,prefire,-1,0.305,0.032
CG-056,20_2,prefire,-1,0.35,0.0471
CG-057,20_2,prefire,-1,0.326,0.0264
CG-058,20_2,prefire,-1,0.333,0.0391
CG-059,20_2,prefire,-1,0.343,0.0202
CG-069,20_2,prefire,-1,0.349,0.0221
CG-070,20_2,prefire,-1,0.323,0.0378
CG-071,20_2,prefire,-1,0.331,0.0238
CG-073,20_2,prefire,-1,0.32,0.0279
CG-074,20_2,prefire,-1,0.319,0.0258
CG-075,20_2,prefire,-1,0.317,0.0334
CG-084,20_2,prefire,-1,0.349,0.0242
CG-085,20_2,prefire,-1,0.313,0.0302
CG-088,20_2,prefire,-1,0.334,0.0324
CG-089,20_2,prefire,-1,0.328,0.0291
CG-090,20_2,prefire,-1,0.325,0.03
CG-092,20_2,prefire,-1,0.321,0.0314
CG-096,20_2,prefire,-1,0.321,0.0225
CG-097,20_2,prefire,-1,0.316,0.0471
CG-098,20_2,prefire,-1,0.301,0.0447
CG-102,20_2,prefire,-1,0.341,0.0349
CG-103,20_2,prefire,-1,0.321,0.0314
CO-TR,20_2,unburned_post,12,0.213,0.0365
DO-CA3,20_2,unburned_post,12,0.221,0.0355
DR-SP2,20_2,unburned_post,12,0.218,0.0423
EA-MW2,20_2,unburned_post,12,0.187,0.0469
FR-RO,20_2,unburned_post,12,0.219,0.0404
GY-FO,20_2,burned_post,12,0.232,0.0298
IR-ME1,20_2,unburned_post,12,0.213,0.0328
IRC01,20_2,unburned_post,12,0.16,0.0379
IRC02,20_2,unburned_post,12,0.219,0.0435
IRC03,20_2,unburned_post,12,0.227,0.0404
IRC04,20_2,unburned_post,12,0.208,0.0424
IRC05,20_2,unburned_post,12,0.196,0.0402
IRC06,20_2,unburned_post,12,0.215,0.0423
IRC07,20_2,unburned_post,12,0.223,0.0424
IRC09,20_2,unburned_post,12,0.206,0.0363
IRC10,20_2,unburned_post,12,0.231,0.0403
IRC12,20_2,unburned_post,12,0.215,0.0505
IRC13,20_2,unburned_post,12,0.208,0.0302
LI-ME2,20_2,unburned_post,12,0.233,0.0394
LO-WE2,20_2,burned_post,12,0.244,0.0295
MO-FR1,20_2,unburned_post,12,0.219,0.0408
OR-LO,20_2,unburned_post,12,0.189,0.0462
OV-TR,20_2,burned_post,12,0.215,0.0614
RO-CA2,20_2,unburned_post,12,0.204,0.0364
SO-GY,20_2,burned_post,12,0.226,0.039
UP-WE,20_2,burned_post,12,0.228,0.0376
WE-TR1,20_2,burned_post,12,0.234,0.0336
WE-TR3,20_2,burned_post,12,0.232,0.0398
AG-CH,20_3,burned_post,1,0.161,0.0275
AU-TR,20_3,unburned_post,1,0.162,0.0373
BO-SP,20_3,burned_post,1,0.156,0.0257
BO-TR,20_3,burned_post,1,0.162,0.0299
CG-001,20_3,unburned_post,1,0.183,0.0542
CG-002,20_3,unburned_post,1,0.154,0.0377
CG-003,20_3,unburned_post,1,0.168,0.0523
CG-004,20_3,unburned_post,1,0.263,0.0434
CG-005,20_3,unburned_post,1,0.23,0.0448
CG-006,20_3,unburned_post,1,0.225,0.0541
CG-016,20_3,burned_post,1,0.166,0.0668
CG-017,20_3,unburned_post,1,0.21,0.0398
CG-018,20_3,burned_post,1,0.245,0.0394
CG-019,20_3,unburned_post,1,0.196,0.0391
CG-020,20_3,unburned_post,1,0.242,0.0504
CG-029,20_3,burned_post,1,0.18,0.0638
CG-030,20_3,burned_post,1,0.213,0.0497
CG-031,20_3,unburned_post,1,0.248,0.0521
CG-033,20_3,unburned_post,1,0.27,0.0555
CG-042,20_3,burned_post,1,0.052,0.0322
CG-044,20_3,burned_post,1,0.077,0.0294
CG-045,20_3,burned_post,1,0.165,0.0615
CG-047,20_3,unburned_post,1,0.278,0.0483
CG-048,20_3,unburned_post,1,0.263,0.0391
CG-056,20_3,burned_post,1,0.109,0.0609
CG-057,20_3,burned_post,1,0.036,0.0269
CG-058,20_3,burned_post,1,0.104,0.0669
CG-059,20_3,burned_post,1,0.195,0.0529
CG-069,20_3,burned_post,1,0.165,0.068
CG-070,20_3,burned_post,1,0.116,0.0602
